mysql> \. Update.sql
Query OK, 284 rows affected (0.23 sec)

Query OK, 834 rows affected (0.06 sec)

Query OK, 1 row affected (0.04 sec)
Rows matched: 1  Changed: 1  Warnings: 0

Query OK, 27 rows affected (0.03 sec)
Rows matched: 27  Changed: 27  Warnings: 0

Query OK, 23 rows affected (0.07 sec)
Records: 23  Duplicates: 0  Warnings: 0

Query OK, 1 row affected (0.06 sec)
Records: 1  Duplicates: 0  Warnings: 0

mysql> \. selectSynthaticData.sql
ERROR: 
Failed to open file 'selectSynthaticData.sql', error: 2
mysql> \. selectSyntheticData.sql
+-----------------+-------+-----------------+-----------+--------------+--------------+----------------+
| employee_number | name  | location        | ssn       | home_address | phone_number | designation    |
|        467 |   691.930367240659 | yrroo        |
|        468 |  558.7040762745163 | occcb        |
|        469 |  429.7058134761866 | vktyu        |
|        470 |  840.5471684750149 | mdmzb        |
|        471 |  662.1595197527593 | lzddd        |
|        472 |  733.8168231093989 | nlrnx        |
|        473 |   894.537288427767 | pyati        |
|        474 |  30.23549253569358 | uotqk        |
|        475 |  448.1710481421208 | eibak        |
|        476 | 173.96080180328343 | aiakt        |
|        477 |  84.37667319713225 | qposa        |
|        478 |  80.67755004272368 | dcfwf        |
|        479 |  594.4075075043525 | bpexy        |
|        480 |  522.5125732596039 | zpjce        |
|        481 |   627.746546210616 | yppsu        |
|        482 |  749.1145436888477 | cuhtb        |
|        483 |  592.8345016623597 | pzjuq        |
|        484 |  849.9084850769927 | zpoki        |
|        485 |  807.6040441119003 | tcluv        |
|        486 | 279.60851774436514 | jkamn        |
|        487 |   565.166729679144 | imvmv        |
|        488 |  799.7968147606589 | nkful        |
|        489 |  946.5697944275908 | mhvaa        |
|        490 | 510.15650837202065 | raphq        |
|        491 |  376.3284984194282 | ycfrk        |
|        492 |  859.3830253428912 | orwpj        |
|        493 |  519.3755154564931 | rbidw        |
|        494 |  896.2629514976177 | fdkgr        |
|        495 |  688.6677932000989 | vezzw        |
|        496 |  449.8279470008821 | mqwkz        |
|        497 | 296.88806819139313 | oqtpl        |
|        498 |  697.7371646506931 | hfjfq        |
|        499 |  334.0884860456186 | bmliy        |
+------------+--------------------+--------------+
500 rows in set (0.00 sec)

+----------+------------------+-------------+
| batch_id | manufacture_date | expiry_date |
+----------+------------------+-------------+
|        7 | 2013-04-19       | 2013-10-18  |
|        8 | 2013-04-26       | 2013-06-24  |
|        9 | 2013-04-26       | 2013-06-24  |
|       10 | 2013-04-26       | 2013-06-24  |
|       16 | 2013-07-28       | 2013-10-15  |
|       17 | 2013-07-05       | 2013-10-22  |
|       18 | 2013-07-05       | 2013-10-22  |
|       19 | 2013-07-05       | 2013-10-22  |
|       22 | 2013-04-26       | 2013-10-29  |
|       23 | 2013-04-26       | 2013-10-29  |
|       30 | 2013-08-18       | 2013-10-07  |
|       31 | 2013-08-18       | 2013-10-07  |
|       32 | 2013-08-18       | 2013-10-07  |
|       33 | 2013-08-18       | 2013-10-07  |
|       34 | 2013-08-18       | 2013-10-07  |
|       35 | 2013-06-19       | 2013-08-27  |
|       41 | 2013-10-02       | 2013-10-12  |
|       42 | 2013-10-02       | 2013-10-12  |
|       50 | 2013-07-24       | 2013-10-23  |
|       51 | 2013-03-01       | 2013-08-29  |
|       53 | 2013-01-07       | 2013-04-11  |
|       54 | 2013-01-07       | 2013-04-11  |
|       55 | 2013-01-07       | 2013-04-11  |
|       56 | 2013-01-07       | 2013-04-11  |
|       57 | 2013-01-07       | 2013-04-11  |
|       58 | 2013-01-11       | 2013-05-12  |
|       59 | 2013-01-11       | 2013-05-12  |
|       60 | 2013-06-26       | 2013-10-10  |
|       61 | 2013-06-26       | 2013-10-10  |
|       70 | 2013-05-08       | 2013-09-20  |
|       71 | 2013-08-06       | 2013-08-17  |
|       74 | 2013-01-05       | 2013-10-05  |
|       75 | 2013-01-05       | 2013-10-05  |
|       76 | 2013-01-05       | 2013-10-05  |
|       77 | 2013-01-05       | 2013-10-05  |
|       78 | 2013-01-05       | 2013-10-05  |
|       85 | 2013-04-03       | 2013-10-08  |
|       86 | 2013-01-18       | 2013-10-20  |
|       87 | 2013-01-18       | 2013-10-20  |
|       88 | 2013-01-18       | 2013-10-20  |
|       91 | 2013-02-11       | 2013-05-11  |
|      107 | 2013-02-26       | 2013-08-07  |
|      108 | 2013-02-26       | 2013-08-07  |
|      114 | 2013-06-02       | 2013-08-26  |
|      115 | 2013-08-28       | 2013-10-10  |
|      116 | 2013-08-28       | 2013-10-10  |
|      117 | 2013-08-28       | 2013-10-10  |
|      118 | 2013-08-28       | 2013-10-10  |
|      119 | 2013-08-28       | 2013-10-10  |
|      133 | 2013-07-26       | 2013-09-05  |
|      135 | 2013-04-22       | 2013-10-11  |
|      136 | 2013-04-22       | 2013-10-11  |
|      137 | 2013-04-22       | 2013-10-11  |
|      138 | 2013-04-22       | 2013-10-11  |
|      139 | 2013-04-22       | 2013-10-11  |
|      140 | 2013-04-27       | 2013-05-26  |
|      141 | 2013-04-27       | 2013-05-26  |
|      142 | 2013-04-27       | 2013-05-26  |
|      149 | 2013-06-19       | 2013-10-25  |
|      150 | 2013-06-19       | 2013-10-25  |
|      151 | 2013-06-19       | 2013-10-25  |
|      152 | 2013-06-19       | 2013-10-25  |
|      154 | 2013-09-01       | 2013-10-13  |
|      155 | 2013-09-01       | 2013-10-13  |
|      156 | 2013-09-01       | 2013-10-13  |
|      157 | 2013-09-01       | 2013-10-13  |
|      158 | 2013-09-01       | 2013-10-13  |
|      160 | 2013-03-22       | 2013-09-12  |
|      161 | 2013-03-12       | 2013-07-30  |
|      162 | 2013-03-12       | 2013-07-30  |
|      163 | 2013-02-04       | 2013-04-30  |
|      164 | 2013-02-27       | 2013-05-12  |
|      165 | 2013-01-07       | 2013-09-12  |
|      166 | 2013-01-07       | 2013-09-12  |
|      175 | 2013-04-20       | 2013-09-01  |
|      176 | 2013-04-20       | 2013-09-01  |
|      177 | 2013-04-20       | 2013-09-01  |
|      178 | 2013-07-13       | 2013-08-07  |
|      179 | 2013-07-13       | 2013-08-07  |
|      180 | 2013-04-14       | 2013-05-18  |
|      181 | 2013-08-29       | 2013-10-27  |
|      188 | 2013-03-16       | 2013-10-29  |
|      189 | 2013-03-16       | 2013-10-29  |
|      190 | 2013-03-16       | 2013-10-29  |
|      191 | 2013-03-16       | 2013-10-29  |
|      192 | 2013-03-16       | 2013-10-29  |
|      202 | 2013-08-12       | 2013-10-30  |
|      211 | 2013-04-19       | 2013-04-29  |
|      212 | 2013-04-19       | 2013-04-29  |
|      213 | 2013-04-19       | 2013-04-29  |
|      214 | 2013-04-19       | 2013-04-29  |
|      215 | 2013-04-19       | 2013-04-29  |
|      216 | 2013-01-30       | 2013-09-14  |
|      217 | 2013-09-10       | 2013-10-06  |
|      218 | 2013-09-10       | 2013-10-06  |
|      219 | 2013-09-10       | 2013-10-06  |
|      220 | 2013-09-10       | 2013-10-06  |
|      221 | 2013-09-10       | 2013-10-06  |
|      230 | 2013-03-18       | 2013-08-20  |
|      231 | 2013-03-18       | 2013-08-20  |
|      245 | 2013-03-30       | 2013-10-08  |
|      246 | 2013-03-01       | 2013-10-12  |
|      247 | 2013-03-01       | 2013-10-12  |
|      248 | 2013-02-04       | 2013-10-09  |
|      250 | 2013-02-03       | 2013-08-15  |
|      251 | 2013-06-13       | 2013-10-30  |
|      254 | 2013-02-01       | 2013-05-17  |
|      255 | 2013-02-01       | 2013-05-17  |
|      262 | 2013-03-20       | 2013-08-24  |
|      268 | 2013-03-30       | 2013-06-19  |
|      285 | 2013-01-24       | 2013-03-12  |
|      286 | 2013-01-24       | 2013-03-12  |
|      287 | 2013-01-24       | 2013-03-12  |
|      302 | 2013-07-31       | 2013-08-24  |
|      303 | 2013-01-04       | 2013-04-15  |
|      319 | 2013-02-19       | 2013-07-05  |
|      320 | 2013-04-23       | 2013-09-08  |
|      321 | 2013-04-23       | 2013-09-08  |
|      322 | 2013-04-23       | 2013-09-08  |
|      323 | 2013-04-23       | 2013-09-08  |
|      324 | 2013-05-29       | 2013-06-09  |
|      325 | 2013-05-29       | 2013-06-09  |
|      332 | 2013-04-23       | 2013-10-25  |
|      333 | 2013-04-23       | 2013-10-25  |
|      334 | 2013-06-12       | 2013-06-18  |
|      335 | 2013-05-07       | 2013-07-26  |
|      336 | 2013-05-07       | 2013-07-26  |
|      337 | 2013-03-02       | 2013-08-26  |
|      338 | 2013-03-02       | 2013-08-26  |
|      339 | 2013-03-02       | 2013-08-26  |
|      340 | 2013-03-02       | 2013-08-26  |
|      346 | 2013-10-03       | 2013-10-18  |
|      347 | 2013-10-03       | 2013-10-18  |
|      348 | 2013-10-03       | 2013-10-18  |
|      349 | 2013-10-03       | 2013-10-18  |
|      350 | 2013-05-18       | 2013-09-28  |
|      351 | 2013-05-18       | 2013-09-28  |
|      352 | 2013-05-18       | 2013-09-28  |
|      353 | 2013-05-18       | 2013-09-28  |
|      354 | 2013-05-18       | 2013-09-28  |
|      355 | 2013-01-16       | 2013-06-30  |
|      361 | 2013-07-01       | 2013-10-30  |
|      363 | 2013-09-30       | 2013-10-17  |
|      364 | 2013-09-30       | 2013-10-17  |
|      365 | 2013-09-30       | 2013-10-17  |
|      366 | 2013-07-26       | 2013-10-18  |
|      367 | 2013-03-23       | 2013-10-03  |
|      368 | 2013-03-23       | 2013-10-03  |
|      369 | 2013-03-23       | 2013-10-03  |
|      370 | 2013-03-23       | 2013-10-03  |
|      380 | 2013-01-26       | 2013-04-12  |
|      381 | 2013-01-29       | 2013-04-22  |
|      382 | 2013-01-29       | 2013-04-22  |
|      388 | 2013-03-24       | 2013-10-30  |
|      389 | 2013-03-24       | 2013-10-30  |
|      390 | 2013-03-24       | 2013-10-30  |
|      396 | 2013-03-19       | 2013-06-21  |
|      397 | 2013-03-19       | 2013-06-21  |
|      398 | 2013-03-19       | 2013-06-21  |
|      404 | 2013-01-16       | 2013-10-17  |
|      405 | 2013-01-16       | 2013-10-17  |
|      406 | 2013-01-16       | 2013-10-17  |
|      407 | 2013-01-16       | 2013-10-17  |
|      411 | 2013-07-08       | 2013-07-13  |
|      412 | 2013-04-18       | 2013-07-29  |
|      413 | 2013-01-16       | 2013-10-24  |
|      414 | 2013-01-16       | 2013-10-24  |
|      415 | 2013-01-16       | 2013-10-24  |
|      416 | 2013-01-16       | 2013-10-24  |
|      417 | 2013-01-16       | 2013-10-24  |
|      418 | 2013-01-22       | 2013-04-05  |
|      419 | 2013-01-22       | 2013-04-05  |
|      424 | 2013-02-09       | 2013-10-12  |
|      425 | 2013-01-12       | 2013-10-07  |
|      426 | 2013-01-12       | 2013-10-07  |
|      434 | 2013-03-23       | 2013-08-11  |
|      435 | 2013-03-23       | 2013-08-11  |
|      436 | 2013-09-01       | 2013-09-22  |
|      437 | 2013-05-22       | 2013-10-24  |
|      438 | 2013-01-27       | 2013-04-24  |
|      439 | 2013-09-19       | 2013-10-12  |
|      440 | 2013-09-19       | 2013-10-12  |
|      441 | 2013-07-15       | 2013-10-19  |
|      449 | 2013-04-27       | 2013-09-25  |
|      450 | 2013-08-13       | 2013-09-15  |
|      451 | 2013-08-13       | 2013-09-15  |
|      452 | 2013-08-13       | 2013-09-15  |
|      456 | 2013-04-19       | 2013-10-15  |
|      457 | 2013-04-19       | 2013-10-15  |
|      458 | 2013-10-07       | 2013-10-22  |
|      461 | 2013-02-07       | 2013-07-06  |
|      467 | 2013-10-09       | 2013-10-13  |
|      468 | 2013-10-09       | 2013-10-13  |
|      469 | 2013-04-10       | 2013-04-25  |
|      473 | 2013-07-28       | 2013-10-15  |
|      481 | 2013-07-29       | 2013-10-08  |
